Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,source_year,Event Month,event_start,event_end,duration_hours
February,02/16/2021,09:31:00,02/16/2021,10:27:00,Nebraska: Custer County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,31,Unknown,2021,,2021-02-16 09:31:00-06:00,2021-02-16 10:27:00-06:00,0.9333333333333333
February,02/16/2021,17:35:00,02/17/2021,00:00:00,Louisiana: Lafayette Parish;,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Unknown,Unknown,2021,,2021-02-16 17:35:00-06:00,2021-02-17 00:00:00-06:00,6.416666666666667
February,02/16/2021,06:24:00,02/16/2021,10:41:00,Louisiana:,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,100,18150,2021,,2021-02-16 06:24:00-06:00,2021-02-16 10:41:00-06:00,4.283333333333333
February,02/16/2021,01:00:00,02/16/2021,21:28:00,Kentucky:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,54167,2021,,2021-02-16 01:00:00-06:00,2021-02-16 21:28:00-06:00,20.466666666666665
February,02/16/2021,06:10:00,Unknown,Unknown,Missouri:,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather/Transmission Interruption,130,Unknown,2021,,2021-02-16 06:10:00-06:00,,
February,02/16/2021,07:00:00,Unknown,Unknown,New Jersey: Pennsylvania: Texas: California: Illinois: Colorado:,RF,Cyber event that could potentially impact electric power system adequacy or reliability.,Cyber Event,Unknown,0,2021,,2021-02-16 07:00:00-06:00,,
February,02/16/2021,07:22:00,02/16/2021,08:00:00,"Louisiana: Allen Parish, St. Landry Parish, Evangeline Parish;",SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,153,Unknown,2021,,2021-02-16 07:22:00-06:00,2021-02-16 08:00:00-06:00,0.6333333333333333
February,02/16/2021,06:48:00,Unknown,Unknown,Louisiana: Texas:,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,402,Unknown,2021,,2021-02-16 06:48:00-06:00,,
February,02/16/2021,04:26:00,Unknown,Unknown,Texas:,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,300,Unknown,2021,,2021-02-16 04:26:00-06:00,,
February,02/17/2021,18:00:00,02/17/2021,23:00:00,Louisiana:,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,System Operations,Unknown,Unknown,2021,,2021-02-17 18:00:00-06:00,2021-02-17 23:00:00-06:00,5.0
February,02/17/2021,18:00:00,02/17/2021,23:00:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Unknown,Unknown,2021,,2021-02-17 18:00:00-06:00,2021-02-17 23:00:00-06:00,5.0
February,02/17/2021,09:00:00,02/19/2021,09:00:00,Kansas:,MRO,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,Unknown,Unknown,2021,,2021-02-17 09:00:00-06:00,2021-02-19 09:00:00-06:00,48.0
February,02/17/2021,17:00:00,02/17/2021,22:00:00,Mississippi:,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Unknown,Unknown,2021,,2021-02-17 17:00:00-06:00,2021-02-17 22:00:00-06:00,5.0
February,02/17/2021,10:30:00,02/17/2021,18:04:00,North Carolina:,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,2021,,2021-02-17 10:30:00-06:00,2021-02-17 18:04:00-06:00,7.566666666666666
February,02/17/2021,17:00:00,02/17/2021,22:00:00,Louisiana: Lafayette Parish;,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,400,67000,2021,,2021-02-17 17:00:00-06:00,2021-02-17 22:00:00-06:00,5.0
February,02/17/2021,06:38:00,02/17/2021,08:37:00,Texas: Travis County;,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021,,2021-02-17 06:38:00-06:00,2021-02-17 08:37:00-06:00,1.9833333333333334
February,02/19/2021,06:48:00,Unknown,Unknown,Louisiana: Texas:,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,402,Unknown,2021,,2021-02-19 06:48:00-06:00,,
February,02/19/2021,21:00:00,02/20/2021,13:00:00,Texas:,TRE,Cyber event that causes interruptions of electrical system operations.,Cyber Event,Unknown,0,2021,,2021-02-19 21:00:00-06:00,2021-02-20 13:00:00-06:00,16.0
February,02/19/2021,12:01:00,02/19/2021,12:41:00,New York: Broome County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021,,2021-02-19 12:01:00-06:00,2021-02-19 12:41:00-06:00,0.6666666666666666
February,02/27/2021,06:02:00,02/27/2021,09:51:00,"Oregon: Multnomah County, Clackamas County;",WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,Unknown,0,2021,,2021-02-27 06:02:00-06:00,2021-02-27 09:51:00-06:00,3.816666666666667
February,02/28/2021,12:42:00,02/28/2021,13:22:00,Texas:,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021,,2021-02-28 12:42:00-06:00,2021-02-28 13:22:00-06:00,0.6666666666666666
March,03/01/2021,10:06:00,03/09/2021,12:00:00,New York: Greene County;,NPCC,Cyber event that could potentially impact electric power system adequacy or reliability.,Cyber Event,0,0,2021,,2021-03-01 10:06:00-06:00,2021-03-09 12:00:00-06:00,193.9
March,03/01/2021,22:45:00,03/02/2021,18:35:00,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,69260,2021,,2021-03-01 22:45:00-06:00,2021-03-02 18:35:00-06:00,19.833333333333332
March,03/01/2021,13:06:00,03/01/2021,13:07:00,Texas: Nueces County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021,,2021-03-01 13:06:00-06:00,2021-03-01 13:07:00-06:00,0.016666666666666666
March,03/02/2021,13:03:00,03/02/2021,13:38:00,Kentucky:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021,,2021-03-02 13:03:00-06:00,2021-03-02 13:38:00-06:00,0.5833333333333334
March,03/05/2021,14:30:00,03/05/2021,15:00:00,Indiana: Hamilton County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021,,2021-03-05 14:30:00-06:00,2021-03-05 15:00:00-06:00,0.5
March,03/06/2021,03:21:00,03/06/2021,04:07:00,California: Tuolumne County;,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Severe Weather,22,24000,2021,,2021-03-06 03:21:00-06:00,2021-03-06 04:07:00-06:00,0.7666666666666667
March,03/08/2021,04:36:00,03/08/2021,04:37:00,Washington: Yakima County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021,,2021-03-08 04:36:00-06:00,2021-03-08 04:37:00-06:00,0.016666666666666666
March,03/08/2021,08:54:00,03/08/2021,08:55:00,Oregon: Multnomah County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021,,2021-03-08 08:54:00-06:00,2021-03-08 08:55:00-06:00,0.016666666666666666
March,03/11/2021,08:10:00,03/11/2021,13:00:00,Washington:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021,,2021-03-11 08:10:00-06:00,2021-03-11 13:00:00-06:00,4.833333333333333
March,03/17/2021,06:27:00,03/17/2021,08:27:00,Pennsylvania:,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,43,7381,2021,,2021-03-17 06:27:00-05:00,2021-03-17 08:27:00-05:00,2.0
March,03/17/2021,06:15:00,03/18/2021,12:00:00,"Texas: Dallas County, Tarrant County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,148000,2021,,2021-03-17 06:15:00-05:00,2021-03-18 12:00:00-05:00,29.75
March,03/18/2021,21:08:00,03/19/2021,22:31:00,Washington: Okanogan County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,4,916,2021,,2021-03-18 21:08:00-05:00,2021-03-19 22:31:00-05:00,25.383333333333333
March,03/19/2021,10:30:00,03/19/2021,12:00:00,Louisiana: Lafourche Parish;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,4200,2021,,2021-03-19 10:30:00-05:00,2021-03-19 12:00:00-05:00,1.5
March,03/19/2021,19:11:00,03/19/2021,19:59:00,New Jersey:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Unknown,Unknown,2021,,2021-03-19 19:11:00-05:00,2021-03-19 19:59:00-05:00,0.8
March,03/19/2021,08:59:00,03/19/2021,10:04:00,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021,,2021-03-19 08:59:00-05:00,2021-03-19 10:04:00-05:00,1.0833333333333333
March,03/21/2021,04:01:00,03/22/2021,09:37:00,Minnesota: Hennepin County;,MRO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021,,2021-03-21 04:01:00-05:00,2021-03-22 09:37:00-05:00,29.6
March,03/29/2021,11:06:00,Unknown,Unknown,Connecticut: Massachusetts: Maine: Vermont: Rhode Island: New Hampshire:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,70000,2021,,2021-03-29 11:06:00-05:00,,
March,03/29/2021,10:30:00,Unknown,Unknown,New Mexico:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,0,2021,,2021-03-29 10:30:00-05:00,,
March,03/30/2021,16:18:00,03/30/2021,20:21:00,Texas: Hidalgo County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,2021,,2021-03-30 16:18:00-05:00,2021-03-30 20:21:00-05:00,4.05
April,04/06/2021,08:49:00,04/06/2021,08:50:00,Florida: Alachua County;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0,2021,,2021-04-06 08:49:00-05:00,2021-04-06 08:50:00-05:00,0.016666666666666666
April,04/07/2021,17:42:00,04/07/2021,22:09:00,Ohio: Lake County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021,,2021-04-07 17:42:00-05:00,2021-04-07 22:09:00-05:00,4.45
April,04/07/2021,10:18:00,04/07/2021,11:20:00,Texas:,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021,,2021-04-07 10:18:00-05:00,2021-04-07 11:20:00-05:00,1.0333333333333334
April,04/08/2021,04:51:00,04/10/2021,20:00:00,California:,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021,,2021-04-08 04:51:00-05:00,2021-04-10 20:00:00-05:00,63.15
April,04/09/2021,13:20:00,04/10/2021,00:40:00,Texas: Denton County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021,,2021-04-09 13:20:00-05:00,2021-04-10 00:40:00-05:00,11.333333333333334
April,04/12/2021,00:44:00,04/12/2021,17:45:00,Colorado: Larimer County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0,2021,,2021-04-12 00:44:00-05:00,2021-04-12 17:45:00-05:00,17.016666666666666
April,04/13/2021,09:00:00,04/13/2021,10:00:00,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021,,2021-04-13 09:00:00-05:00,2021-04-13 10:00:00-05:00,1.0
April,04/13/2021,16:49:00,04/13/2021,20:30:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,0,0,2021,,2021-04-13 16:49:00-05:00,2021-04-13 20:30:00-05:00,3.683333333333333
April,04/13/2021,00:37:00,04/13/2021,04:19:00,Wisconsin: Eau Claire County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021,,2021-04-13 00:37:00-05:00,2021-04-13 04:19:00-05:00,3.7
April,04/14/2021,10:19:00,04/14/2021,11:39:00,District of Columbia: Delaware: Maryland: New Jersey: Pennsylvania:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021,,2021-04-14 10:19:00-05:00,2021-04-14 11:39:00-05:00,1.3333333333333333
April,04/21/2021,20:31:00,04/21/2021,21:35:00,Minnesota: Dakota County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,2021,,2021-04-21 20:31:00-05:00,2021-04-21 21:35:00-05:00,1.0666666666666667
April,04/21/2021,13:13:00,04/21/2021,14:10:00,Texas: Travis County;,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021,,2021-04-21 13:13:00-05:00,2021-04-21 14:10:00-05:00,0.95
April,04/22/2021,16:43:00,04/22/2021,17:14:00,Wisconsin: Dane County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021,,2021-04-22 16:43:00-05:00,2021-04-22 17:14:00-05:00,0.5166666666666667
April,04/22/2021,05:15:00,Unknown,Unknown,California:,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,0,0,2021,,2021-04-22 05:15:00-05:00,,
